Object,Synset,Count,Unique Articles,Unique Activities,Priority
pebble,Synset('pebble.n.01'),1,1,1,0.006743839316080348
shoestring,Synset('shoelace.n.01'),1,1,1,0.006743839316080348
pushpin,Synset('thumbtack.n.01'),1,1,1,0.006743839316080348
brocade,Synset('brocade.n.01'),1,1,1,0.006743839316080348
gourd,Synset('gourd.n.01'),1,1,1,0.006743839316080348
diamante,Synset('sequin.n.01'),1,1,1,0.006743839316080348
mantle,Synset('mantel.n.01'),1,1,1,0.006743839316080348
banister,Synset('bannister.n.02'),1,1,1,0.006743839316080348
cassette,Synset('cassette.n.01'),1,1,1,0.006743839316080348
sleigh,Synset('sled.n.01'),1,1,1,0.006743839316080348
meatloaf,Synset('meat_loaf.n.01'),1,1,1,0.006743839316080348
taco,Synset('taco.n.02'),1,1,1,0.006743839316080348
waffle,Synset('waffle.n.01'),1,1,1,0.006743839316080348
kiwi,Synset('kiwi.n.03'),1,1,1,0.006743839316080348
artichoke,Synset('artichoke.n.02'),1,1,1,0.006743839316080348
flasher,Synset('blinker.n.01'),1,1,1,0.006743839316080348
shrapnel,Synset('shrapnel.n.01'),1,1,1,0.006743839316080348
venison,Synset('venison.n.01'),1,1,1,0.006743839316080348
generator,Synset('generator.n.04'),1,1,1,0.006743839316080348
floppy,Synset('diskette.n.01'),1,1,1,0.006743839316080348
okra,Synset('gumbo.n.03'),1,1,1,0.006743839316080348
eggplant,Synset('eggplant.n.01'),1,1,1,0.006743839316080348
honeydew,Synset('honeydew.n.01'),1,1,1,0.006743839316080348
protractor,Synset('protractor.n.01'),1,1,1,0.006743839316080348
helmet,Synset('helmet.n.01'),1,1,1,0.006743839316080348
skateboard,Synset('skateboard.n.01'),1,1,1,0.006743839316080348
scooter,Synset('water_scooter.n.01'),1,1,1,0.006743839316080348
cellphone,Synset('cellular_telephone.n.01'),1,1,1,0.006743839316080348
braid,Synset('braid.n.02'),1,1,1,0.006743839316080348
lath,Synset('lath.n.01'),1,1,1,0.006743839316080348
inflator,Synset('inflater.n.01'),1,1,1,0.006743839316080348
potholder,Synset('potholder.n.01'),1,1,1,0.006743839316080348
paperweight,Synset('paperweight.n.01'),1,1,1,0.006743839316080348
van,Synset('van.n.05'),1,1,1,0.006743839316080348
woolen,Synset('wool.n.01'),1,1,1,0.006743839316080348
earmuff,Synset('earmuff.n.01'),1,1,1,0.006743839316080348
bust,Synset('bust.n.03'),1,1,1,0.006743839316080348
ember,Synset('ember.n.01'),1,1,1,0.006743839316080348
hacksaw,Synset('hacksaw.n.01'),1,1,1,0.006743839316080348
dowel,Synset('dowel.n.01'),1,1,1,0.006743839316080348
windowpane,Synset('windowpane.n.01'),1,1,1,0.006743839316080348
julienne,Synset('julienne.n.01'),1,1,1,0.006743839316080348
polisher,Synset('buffer.n.05'),1,1,1,0.006743839316080348
lacquer,Synset('lacquer.n.02'),1,1,1,0.006743839316080348
curacao,Synset('curacao.n.02'),1,1,1,0.006743839316080348
sawhorse,Synset('sawhorse.n.01'),1,1,1,0.006743839316080348
stirrer,Synset('stirrer.n.02'),1,1,1,0.006743839316080348
filet,Synset('fillet.n.02'),1,1,1,0.006743839316080348
mussel,Synset('mussel.n.01'),1,1,1,0.006743839316080348
clam,Synset('clam.n.03'),1,1,1,0.006743839316080348
cardigan,Synset('cardigan.n.01'),1,1,1,0.006743839316080348
stiletto,Synset('stiletto.n.01'),1,1,1,0.006743839316080348
sunhat,Synset('sunhat.n.01'),1,1,1,0.006743839316080348
diary,Synset('diary.n.02'),1,1,1,0.006743839316080348
pyjama,Synset('pajama.n.02'),1,1,1,0.006743839316080348
treadmill,Synset('treadmill.n.01'),1,1,1,0.006743839316080348
loafer,Synset('loafer.n.02'),1,1,1,0.006743839316080348
toner,Synset('toner.n.03'),1,1,1,0.006743839316080348
ipod,Synset('ipod.n.01'),1,1,1,0.006743839316080348
barbell,Synset('barbell.n.01'),1,1,1,0.006743839316080348
cardamom,Synset('cardamom.n.02'),1,1,1,0.006743839316080348
conserve,Synset('conserve.n.01'),1,1,1,0.006743839316080348
toast,Synset('toast.n.01'),1,1,1,0.006743839316080348
inlet,Synset('intake.n.02'),1,1,1,0.006743839316080348
fluorescent,Synset('fluorescent.n.01'),1,1,1,0.006743839316080348
chenille,Synset('chenille.n.02'),1,1,1,0.006743839316080348
underlay,Synset('carpet_pad.n.01'),1,1,1,0.006743839316080348
prosciutto,Synset('prosciutto.n.01'),1,1,1,0.006743839316080348
coleslaw,Synset('coleslaw.n.01'),1,1,1,0.006743839316080348
puff,Synset('puff.n.02'),1,1,1,0.006743839316080348
nacho,Synset('nacho.n.01'),1,1,1,0.006743839316080348
crisp,Synset('chip.n.04'),1,1,1,0.006743839316080348
guacamole,Synset('guacamole.n.01'),1,1,1,0.006743839316080348
sangria,Synset('sangaree.n.01'),1,1,1,0.006743839316080348
footstool,Synset('footstool.n.01'),1,1,1,0.006743839316080348
carriage,Synset('carriage.n.04'),1,1,1,0.006743839316080348
stroller,Synset('baby_buggy.n.01'),1,1,1,0.006743839316080348
cheeseboard,Synset('cheeseboard.n.01'),1,1,1,0.006743839316080348
thimble,Synset('thimble.n.02'),1,1,1,0.006743839316080348
jersey,Synset('jersey.n.03'),1,1,1,0.006743839316080348
rucksack,Synset('backpack.n.01'),1,1,1,0.006743839316080348
pincer,Synset('pincer.n.01'),1,1,1,0.006743839316080348
inverter,Synset('inverter.n.01'),1,1,1,0.006743839316080348
choke,Synset('choke.n.01'),1,1,1,0.006743839316080348
filament,Synset('filament.n.04'),1,1,1,0.006743839316080348
bisque,Synset('bisque.n.01'),1,1,1,0.006743839316080348
lobster,Synset('lobster.n.01'),1,1,1,0.006743839316080348
breadcrumb,Synset('breadcrumb.n.01'),1,1,1,0.006743839316080348
crab,Synset('crab.n.05'),1,1,1,0.006743839316080348
veal,Synset('veal.n.01'),1,1,1,0.006743839316080348
cutlet,Synset('cutlet.n.01'),1,1,1,0.006743839316080348
medallion,Synset('medallion.n.02'),1,1,1,0.006743839316080348
gouda,Synset('gouda.n.01'),1,1,1,0.006743839316080348
brandy,Synset('brandy.n.01'),1,1,1,0.006743839316080348
synchro,Synset('selsyn.n.01'),1,1,1,0.006743839316080348
capsule,Synset('capsule.n.02'),1,1,1,0.006743839316080348
talcum,Synset('talcum.n.02'),1,1,1,0.006743839316080348
washrag,Synset('washcloth.n.01'),1,1,1,0.006743839316080348
vest,Synset('vest.n.01'),1,1,1,0.006743839316080348
manifold,Synset('manifold.n.01'),1,1,1,0.006743839316080348
accelerator,Synset('accelerator.n.01'),1,1,1,0.006743839316080348
camcorder,Synset('camcorder.n.01'),1,1,1,0.006743839316080348
microphone,Synset('microphone.n.01'),1,1,1,0.006743839316080348
headlight,Synset('headlight.n.01'),1,1,1,0.006743839316080348
dumbbell,Synset('dumbbell.n.01'),1,1,1,0.006743839316080348
buckle,Synset('buckle.n.01'),1,1,1,0.006743839316080348
doorframe,Synset('doorframe.n.01'),1,1,1,0.006743839316080348
stairwell,Synset('stairwell.n.01'),1,1,1,0.006743839316080348
joist,Synset('joist.n.01'),1,1,1,0.006743839316080348
ventilator,Synset('breathing_device.n.01'),1,1,1,0.006743839316080348
mothball,Synset('mothball.n.01'),1,1,1,0.006743839316080348
clipboard,Synset('clipboard.n.01'),1,1,1,0.006743839316080348
pomade,Synset('pomade.n.01'),1,1,1,0.006743839316080348
scone,Synset('scone.n.01'),1,1,1,0.006743839316080348
pestle,Synset('pestle.n.03'),1,1,1,0.006743839316080348
crusher,Synset('crusher.n.01'),1,1,1,0.006743839316080348
wafer,Synset('wafer.n.02'),1,1,1,0.006743839316080348
caster,Synset('caster.n.02'),1,1,1,0.006743839316080348
hazelnut,Synset('hazelnut.n.02'),1,1,1,0.006743839316080348
crochet,Synset('crochet.n.01'),1,1,1,0.006743839316080348
toolbox,Synset('toolbox.n.01'),1,1,1,0.006743839316080348
cauldron,Synset('caldron.n.01'),1,1,1,0.006743839316080348
skeleton,Synset('skeleton.n.04'),1,1,1,0.006743839316080348
tombstone,Synset('gravestone.n.01'),1,1,1,0.006743839316080348
naan,Synset('nan.n.04'),1,1,1,0.006743839316080348
teriyaki,Synset('teriyaki.n.01'),1,1,1,0.006743839316080348
soybean,Synset('soy.n.04'),1,1,1,0.006743839316080348
mandarin,Synset('mandarin.n.05'),1,1,1,0.006743839316080348
sconce,Synset('sconce.n.03'),1,1,1,0.006743839316080348
parcel,Synset('package.n.02'),1,1,1,0.006743839316080348
sharpie,Synset('sharpie.n.03'),1,1,1,0.006743839316080348
horn,Synset('horn.n.01'),1,1,1,0.006743839316080348
speaker,Synset('loudspeaker.n.01'),1,1,1,0.006743839316080348
pallet,Synset('pallet.n.02'),1,1,1,0.006743839316080348
clipper,Synset('clipper.n.04'),1,1,1,0.006743839316080348
hardback,Synset('hardback.n.01'),1,1,1,0.006743839316080348
crutch,Synset('crutch.n.01'),1,1,1,0.006743839316080348
acetate,Synset('acetate_rayon.n.01'),1,1,1,0.006743839316080348
porterhouse,Synset('porterhouse.n.01'),1,1,1,0.006743839316080348
marinade,Synset('marinade.n.01'),1,1,1,0.006743839316080348
tinfoil,Synset('tinfoil.n.01'),1,1,1,0.006743839316080348
saute,Synset('saute.n.01'),1,1,1,0.006743839316080348
feijoa,Synset('feijoa.n.02'),1,1,1,0.006743839316080348
gooseberry,Synset('gooseberry.n.01'),1,1,1,0.006743839316080348
peppercorn,Synset('pepper.n.03'),1,1,1,0.006743839316080348
sterilizer,Synset('autoclave.n.01'),1,1,1,0.006743839316080348
whitefish,Synset('whitefish.n.02'),1,1,1,0.006743839316080348
sockeye,Synset('red_salmon.n.01'),1,1,1,0.006743839316080348
coho,Synset('silver_salmon.n.01'),1,1,1,0.006743839316080348
chum,Synset('chum.n.02'),1,1,1,0.006743839316080348
stoop,Synset('stoop.n.03'),1,1,1,0.006743839316080348
lumberjack,Synset('lumberjack.n.02'),1,1,1,0.006743839316080348
spanner,Synset('wrench.n.03'),1,1,1,0.006743839316080348
pruner,Synset('pruner.n.02'),1,1,1,0.006743839316080348
lopper,Synset('pruner.n.02'),1,1,1,0.006743839316080348
planter,Synset('planter.n.03'),1,1,1,0.006743839316080348
handset,Synset('handset.n.01'),1,1,1,0.006743839316080348
casement,Synset('casement.n.01'),1,1,1,0.006743839316080348
thumbscrew,Synset('thumbscrew.n.02'),1,1,1,0.006743839316080348
knitwear,Synset('knitwear.n.01'),1,1,1,0.006743839316080348
broomstick,Synset('broomstick.n.01'),1,1,1,0.006743839316080348
mower,Synset('lawn_mower.n.01'),1,1,1,0.006743839316080348
doorstopper,Synset('doorstop.n.01'),1,1,1,0.006743839316080348
